,number,name,type,ability,hidden_ability,gender_ratio,hatch_cycle,egg_group,Base_Experience_Yield,height,weight,leveling_rate,color,base_friendship,category,gen,legendary
584,#0584,Vanilluxe,Ice,Ice Body / Snow Warning,Weak Armor,"50% male, 50% female",20cycles,Mineral,241.0,1.3,57.5,Slow,White,70.0,Snowstorm Pokémon,5,No
585,#0585,Deerling,Normal / Grass,Chlorophyll / Sap Sipper,Serene Grace,"50% male, 50% female",20cycles,Field,67.0,0.6,19.5,Medium Fast,Pink,70.0,Season Pokémon,5,No
586,#0586,Sawsbuck,Normal / Grass,Chlorophyll / Sap Sipper,Serene Grace,"50% male, 50% female",20cycles,Field,166.0,1.9,92.5,Medium Fast,Brown,70.0,Season Pokémon,5,No
587,#0587,Emolga,Electric / Flying,Static,Motor Drive,"50% male, 50% female",20cycles,Field,150.0,0.4,5.0,Medium Fast,White,70.0,Sky Squirrel Pokémon,5,No
588,#0588,Karrablast,Bug,Swarm / Shed Skin,No Guard,"50% male, 50% female",15cycles,Bug,63.0,0.5,5.9,Medium Fast,Blue,70.0,Clamping Pokémon,5,No
589,#0589,Escavalier,Bug / Steel,Swarm / Shell Armor,Overcoat,"50% male, 50% female",15cycles,Bug,173.0,1.0,33.0,Medium Fast,Gray,70.0,Cavalry Pokémon,5,No
590,#0590,Foongus,Grass / Poison,Effect Spore,Regenerator,"50% male, 50% female",20cycles,Grass,59.0,0.2,1.0,Medium Fast,White,70.0,Mushroom Pokémon,5,No
591,#0591,Amoonguss,Grass / Poison,Effect Spore,Regenerator,"50% male, 50% female",20cycles,Grass,162.0,0.6,10.5,Medium Fast,White,70.0,Mushroom Pokémon,5,No
592,#0592,Frillish,Water / Ghost,Water Absorb / Cursed Body,Damp,"50% male, 50% female",20cycles,Amorphous,67.0,1.2,33.0,Medium Fast,White,70.0,Floating Pokémon,5,No
593,#0593,Jellicent,Water / Ghost,Water Absorb / Cursed Body,Damp,"50% male, 50% female",20cycles,Amorphous,168.0,2.2,135.0,Medium Fast,White,70.0,Floating Pokémon,5,No
594,#0594,Alomomola,Water,Healer / Hydration,Regenerator,"50% male, 50% female",40cycles,Water 1 / Water 2,165.0,1.2,31.6,Fast,Pink,70.0,Caring Pokémon,5,No
595,#0595,Joltik,Bug / Electric,Compound Eyes / Unnerve,Swarm,"50% male, 50% female",20cycles,Bug,64.0,0.1,0.6,Medium Fast,Yellow,70.0,Attaching Pokémon,5,No
596,#0596,Galvantula,Bug / Electric,Compound Eyes / Unnerve,Swarm,"50% male, 50% female",20cycles,Bug,165.0,0.8,14.3,Medium Fast,Yellow,70.0,EleSpider Pokémon,5,No
597,#0597,Ferroseed,Grass / Steel,Iron Barbs,None,"50% male, 50% female",20cycles,Grass / Mineral,61.0,0.6,18.8,Medium Fast,Gray,70.0,Thorn Seed Pokémon,5,No
598,#0598,Ferrothorn,Grass / Steel,Iron Barbs,Anticipation,"50% male, 50% female",20cycles,Grass / Mineral,171.0,1.0,110.0,Medium Fast,Gray,70.0,Thorn Pod Pokémon,5,No
599,#0599,Klink,Steel,Plus / Minus,Clear Body,Gender unknown,20cycles,Mineral,60.0,0.3,21.0,Medium Slow,Gray,70.0,Gear Pokémon,5,No
600,#0600,Klang,Steel,Plus / Minus,Clear Body,Gender unknown,20cycles,Mineral,154.0,0.6,51.0,Medium Slow,Gray,70.0,Gear Pokémon,5,No
601,#0601,Klinklang,Steel,Plus / Minus,Clear Body,Gender unknown,20cycles,Mineral,234.0,0.6,81.0,Medium Slow,Gray,70.0,Gear Pokémon,5,No
602,#0602,Tynamo,Electric,Levitate,None,"50% male, 50% female",20cycles,Amorphous,55.0,0.2,0.3,Slow,White,70.0,EleFish Pokémon,5,No
603,#0603,Eelektrik,Electric,Levitate,None,"50% male, 50% female",20cycles,Amorphous,142.0,1.2,22.0,Slow,Blue,70.0,EleFish Pokémon,5,No
604,#0604,Eelektross,Electric,Levitate,None,"50% male, 50% female",20cycles,Amorphous,232.0,2.1,80.5,Slow,Blue,70.0,EleFish Pokémon,5,No
605,#0605,Elgyem,Psychic,Telepathy / Synchronize,Analytic,"50% male, 50% female",20cycles,Human-Like,67.0,0.5,9.0,Medium Fast,Blue,70.0,Cerebral Pokémon,5,No
606,#0606,Beheeyem,Psychic,Telepathy / Synchronize,Analytic,"50% male, 50% female",20cycles,Human-Like,170.0,1.0,34.5,Medium Fast,Brown,70.0,Cerebral Pokémon,5,No
607,#0607,Litwick,Ghost / Fire,Flash Fire / Flame Body,Infiltrator,"50% male, 50% female",20cycles,Amorphous,55.0,0.3,3.1,Medium Slow,White,70.0,Candle Pokémon,5,No
608,#0608,Lampent,Ghost / Fire,Flash Fire / Flame Body,Infiltrator,"50% male, 50% female",20cycles,Amorphous,130.0,0.6,13.0,Medium Slow,Black,70.0,Lamp Pokémon,5,No
609,#0609,Chandelure,Ghost / Fire,Flash Fire / Flame Body,Infiltrator,"50% male, 50% female",20cycles,Amorphous,234.0,1.0,34.3,Medium Slow,Black,70.0,Luring Pokémon,5,No
610,#0610,Axew,Dragon,Rivalry / Mold Breaker,Unnerve,"50% male, 50% female",40cycles,Monster / Dragon,64.0,0.6,18.0,Slow,Green,35.0,Tusk Pokémon,5,No
611,#0611,Fraxure,Dragon,Rivalry / Mold Breaker,Unnerve,"50% male, 50% female",40cycles,Monster / Dragon,144.0,1.0,36.0,Slow,Green,35.0,Axe Jaw Pokémon,5,No
612,#0612,Haxorus,Dragon,Rivalry / Mold Breaker,Unnerve,"50% male, 50% female",40cycles,Monster / Dragon,243.0,1.8,105.5,Slow,Yellow,35.0,Axe Jaw Pokémon,5,No
613,#0613,Cubchoo,Ice,Snow Cloak / Slush Rush,Rattled,"50% male, 50% female",20cycles,Field,61.0,0.5,8.5,Medium Fast,White,70.0,Chill Pokémon,5,No
614,#0614,Beartic,Ice,Snow Cloak / Slush Rush,Swift Swim,"50% male, 50% female",20cycles,Field,177.0,2.6,260.0,Medium Fast,White,70.0,Freezing Pokémon,5,No
615,#0615,Cryogonal,Ice,Levitate,None,Gender unknown,25cycles,Mineral,180.0,1.1,148.0,Medium Fast,Blue,70.0,Crystallizing Pokémon,5,No
616,#0616,Shelmet,Bug,Hydration / Shell Armor,Overcoat,"50% male, 50% female",15cycles,Bug,61.0,0.4,7.7,Medium Fast,Red,70.0,Snail Pokémon,5,No
617,#0617,Accelgor,Bug,Hydration / Sticky Hold,Unburden,"50% male, 50% female",15cycles,Bug,173.0,0.8,25.3,Medium Fast,Red,70.0,Shell Out Pokémon,5,No
618,#0618,Stunfisk,Ground / Electric,Static / Limber,Sand Veil,"50% male, 50% female",20cycles,Water 1 / Amorphous,165.0,0.7,11.0,Medium Fast,Brown,70.0,Trap Pokémon,5,No
619,#0619,Mienfoo,Fighting,Inner Focus / Regenerator,Reckless,"50% male, 50% female",25cycles,Field / Human-Like,70.0,0.9,20.0,Medium Slow,Yellow,70.0,Martial Arts Pokémon,5,No
620,#0620,Mienshao,Fighting,Inner Focus / Regenerator,Reckless,"50% male, 50% female",25cycles,Field / Human-Like,179.0,1.4,35.5,Medium Slow,Purple,70.0,Martial Arts Pokémon,5,No
621,#0621,Druddigon,Dragon,Rough Skin / Sheer Force,Mold Breaker,"50% male, 50% female",30cycles,Dragon / Monster,170.0,1.6,139.0,Medium Fast,Red,70.0,Cave Pokémon,5,No
622,#0622,Golett,Ground / Ghost,Iron Fist / Klutz,No Guard,Gender unknown,25cycles,Mineral,61.0,1.0,92.0,Medium Fast,Green,70.0,Automaton Pokémon,5,No
623,#0623,Golurk,Ground / Ghost,Iron Fist / Klutz,No Guard,Gender unknown,25cycles,Mineral,169.0,2.8,330.0,Medium Fast,Green,70.0,Automaton Pokémon,5,No
624,#0624,Pawniard,Dark / Steel,Defiant / Inner Focus,Pressure,"50% male, 50% female",20cycles,Human-Like,68.0,0.5,10.2,Medium Fast,Red,35.0,Sharp Blade Pokémon,5,No
625,#0625,Bisharp,Dark / Steel,Defiant / Inner Focus,Pressure,"50% male, 50% female",20cycles,Human-Like,172.0,1.6,70.0,Medium Fast,Red,35.0,Sword Blade Pokémon,5,No
626,#0626,Bouffalant,Normal,Reckless / Sap Sipper,Soundproof,"50% male, 50% female",20cycles,Field,172.0,1.6,94.6,Medium Fast,Brown,70.0,Bash Buffalo Pokémon,5,No
627,#0627,Rufflet,Normal / Flying,Keen Eye / Sheer Force,Hustle,100% male,20cycles,Flying,70.0,0.5,10.5,Slow,White,70.0,Eaglet Pokémon,5,No
628,#0628,Braviary,Normal / Flying,Keen Eye / Sheer Force,Defiant,100% male,20cycles,Flying,179.0,1.5,41.0,Slow,Red,70.0,Valiant Pokemon,5,No
629,#0629,Vullaby,Dark / Flying,Big Pecks / Overcoat,Weak Armor,100% female,20cycles,Flying,74.0,0.5,9.0,Slow,Brown,35.0,Diapered Pokémon,5,No
630,#0630,Mandibuzz,Dark / Flying,Big Pecks / Overcoat,Weak Armor,100% female,20cycles,Flying,179.0,1.2,39.5,Slow,Brown,35.0,Bone Vulture Pokémon,5,No
631,#0631,Heatmor,Fire,Gluttony / Flash Fire,White Smoke,"50% male, 50% female",20cycles,Field,169.0,1.4,58.0,Medium Fast,Red,70.0,Anteater Pokémon,5,No
632,#0632,Durant,Bug / Steel,Swarm / Hustle,Truant,"50% male, 50% female",20cycles,Bug,169.0,0.3,33.0,Medium Fast,Gray,70.0,Iron Ant Pokémon,5,No
633,#0633,Deino,Dark / Dragon,Hustle,None,"50% male, 50% female",40cycles,Dragon,60.0,0.8,17.3,Slow,Blue,35.0,Irate Pokémon,5,No
634,#0634,Zweilous,Dark / Dragon,Hustle,None,"50% male, 50% female",40cycles,Dragon,147.0,1.4,50.0,Slow,Blue,35.0,Hostile Pokémon,5,No
635,#0635,Hydreigon,Dark / Dragon,Levitate,None,"50% male, 50% female",40cycles,Dragon,270.0,1.8,160.0,Slow,Blue,35.0,Brutal Pokémon,5,No
636,#0636,Larvesta,Bug / Fire,Flame Body,Swarm,"50% male, 50% female",40cycles,Bug,72.0,1.1,28.8,Slow,White,70.0,Torch Pokémon,5,No
637,#0637,Volcarona,Bug / Fire,Flame Body,Swarm,"50% male, 50% female",40cycles,Bug,248.0,1.6,46.0,Slow,White,70.0,Sun Pokémon,5,No
638,#0638,Cobalion,Steel / Fighting,Justified,None,Gender unknown,80cycles,No Eggs Discovered,261.0,2.1,250.0,Slow,Blue,35.0,Iron Will Pokémon,5,Yes
639,#0639,Terrakion,Rock / Fighting,Justified,None,Gender unknown,80cycles,No Eggs Discovered,261.0,1.9,260.0,Slow,Gray,35.0,Cavern Pokémon,5,Yes
640,#0640,Virizion,Grass / Fighting,Justified,None,Gender unknown,80cycles,No Eggs Discovered,261.0,2.0,200.0,Slow,Green,35.0,Grassland Pokémon,5,Yes
641,#0641,Tornadus,Flying,Prankster,Defiant,100% male,120cycles,No Eggs Discovered,261.0,1.5,63.0,Slow,Green,90.0,Cyclone Pokémon,5,Yes
642,#0642,Thundurus,Electric / Flying,Prankster,Defiant,100% male,120cycles,No Eggs Discovered,261.0,1.5,61.0,Slow,Blue,90.0,Bolt Strike Pokémon,5,Yes
643,#0643,Reshiram,Dragon / Fire,Turboblaze,None,Gender unknown,120cycles,No Eggs Discovered,306.0,3.2,330.0,Slow,White,0.0,Vast White Pokémon,5,Yes
644,#0644,Zekrom,Dragon / Electric,Teravolt,None,Gender unknown,120cycles,No Eggs Discovered,306.0,2.9,345.0,Slow,Black,0.0,Deep Black Pokémon,5,Yes
645,#0645,Landorus,Ground / Flying,Prankster,Defiant,100% male,120cycles,No Eggs Discovered,270.0,1.5,68.0,Slow,Brown,90.0,Abundance Pokémon,5,Yes
646,#0646,Kyurem,Dragon / Ice,Pressure,None,Gender unknown,120cycles,No Eggs Discovered,297.0,3.0,325.0,Slow,Gray,0.0,Boundary Pokémon,5,Yes
647,#0647,Keldeo,Water / Fighting,Justified,None,Gender unknown,80cycles,No Eggs Discovered,261.0,1.4,48.5,Slow,Yellow,35.0,Colt Pokémon,5,Yes
648,#0648,Meloetta,Normal / Psychic,Serene Grace,None,Gender unknown,120cycles,No Eggs Discovered,270.0,0.6,6.5,Slow,White,100.0,Melody Pokémon,5,Yes
649,#0649,Genesect,Bug / Steel,Download,None,Gender unknown,120cycles,No Eggs Discovered,270.0,1.5,82.5,Slow,Purple,0.0,Paleozoic Pokémon,5,Yes
650,#0650,Chespin,Grass,Overgrow,Bulletproof,"87.5% male, 12.5% female",20cycles,Field,63.0,0.4,9.0,Medium Slow,Green,70.0,Spiny Nut Pokémon,6,No
651,#0651,Quilladin,Grass,Overgrow,Bulletproof,"87.5% male, 12.5% female",20cycles,Field,142.0,0.7,29.0,Medium Slow,Green,70.0,Spiny Armor Pokémon,6,No
652,#0652,Chesnaught,Grass / Fighting,Overgrow,Bulletproof,"87.5% male, 12.5% female",20cycles,Field,239.0,1.6,90.0,Medium Slow,Green,70.0,Spiny Armor Pokémon,6,No
653,#0653,Fennekin,Fire,Blaze,Magician,"87.5% male, 12.5% female",20cycles,Field,61.0,0.4,9.4,Medium Slow,Red,70.0,Fox Pokémon,6,No
654,#0654,Braixen,Fire,Blaze,Magician,"87.5% male, 12.5% female",20cycles,Field,143.0,1.0,14.5,Medium Slow,Red,70.0,Fox Pokémon,6,No
655,#0655,Delphox,Fire / Psychic,Blaze,Magician,"87.5% male, 12.5% female",20cycles,Field,240.0,1.5,39.0,Medium Slow,Red,70.0,Fox Pokémon,6,No
656,#0656,Froakie,Water,Torrent,Protean,"87.5% male, 12.5% female",20cycles,Water 1,63.0,0.3,7.0,Medium Slow,Blue,70.0,Bubble Frog Pokémon,6,No
657,#0657,Frogadier,Water,Torrent,Protean,"87.5% male, 12.5% female",20cycles,Water 1,142.0,0.6,10.9,Medium Slow,Blue,70.0,Bubble Frog Pokémon,6,No
658,#0658,Greninja,Water / Dark,Torrent,Protean,"87.5% male, 12.5% female",20cycles,Water 1,239.0,1.5,40.0,Medium Slow,Blue,70.0,Ninja Pokémon,6,No
659,#0659,Bunnelby,Normal,Pickup / Cheek Pouch,Huge Power,"50% male, 50% female",15cycles,Field,47.0,0.4,5.0,Medium Fast,Brown,70.0,Digging Pokémon,6,No
660,#0660,Diggersby,Normal / Ground,Pickup / Cheek Pouch,Huge Power,"50% male, 50% female",15cycles,Field,148.0,1.0,42.4,Medium Fast,Brown,70.0,Digging Pokémon,6,No
661,#0661,Fletchling,Normal / Flying,Big Pecks,Gale Wings,"50% male, 50% female",15cycles,Flying,56.0,0.3,1.7,Medium Slow,Red,70.0,Tiny Robin Pokémon,6,No
662,#0662,Fletchinder,Fire / Flying,Flame Body,Gale Wings,"50% male, 50% female",15cycles,Flying,134.0,0.7,16.0,Medium Slow,Red,70.0,Ember Pokémon,6,No
663,#0663,Talonflame,Fire / Flying,Flame Body,Gale Wings,"50% male, 50% female",15cycles,Flying,175.0,1.2,24.5,Medium Slow,Red,70.0,Scorching Pokémon,6,No
664,#0664,Scatterbug,Bug,Shield Dust / Compound Eyes,Friend Guard,"50% male, 50% female",15cycles,Bug,40.0,0.3,2.5,Medium Fast,Black,70.0,Scatterdust Pokémon,6,No
665,#0665,Spewpa,Bug,Shed Skin,Friend Guard,"50% male, 50% female",15cycles,Bug,75.0,0.3,8.4,Medium Fast,Black,70.0,Scatterdust Pokémon,6,No
666,#0666,Vivillon,Bug / Flying,Shield Dust / Compound Eyes,Friend Guard,"50% male, 50% female",15cycles,Bug,185.0,1.2,17.0,Medium Fast,Pink,70.0,Scale Pokémon,6,No
667,#0667,Litleo,Fire / Normal,Rivalry / Unnerve,Moxie,"12.5% male, 87.5% female",20cycles,Field,74.0,0.6,13.5,Medium Slow,Brown,70.0,Lion Cub Pokémon,6,No
668,#0668,Pyroar,Fire / Normal,Rivalry / Unnerve,Moxie,"12.5% male, 87.5% female",20cycles,Field,177.0,1.5,81.5,Medium Slow,Brown,70.0,Royal Pokémon,6,No
669,#0669,Flabébé,Fairy,Flower Veil,Symbiosis,100% female,20cycles,Fairy,61.0,0.1,0.1,Medium Fast,White,70.0,Single Bloom Pokémon,6,No
670,#0670,Floette,Fairy,Flower Veil,Symbiosis,100% female,20cycles,Fairy,130.0,0.2,0.9,Medium Fast,White,70.0,Single Bloom Pokémon,6,No
671,#0671,Florges,Fairy,Flower Veil,Symbiosis,100% female,20cycles,Fairy,248.0,1.1,10.0,Medium Fast,White,70.0,Garden Pokémon,6,No
672,#0672,Skiddo,Grass,Sap Sipper,Grass Pelt,"50% male, 50% female",20cycles,Field,70.0,0.9,31.0,Medium Fast,Brown,70.0,Mount Pokémon,6,No
673,#0673,Gogoat,Grass,Sap Sipper,Grass Pelt,"50% male, 50% female",20cycles,Field,186.0,1.7,91.0,Medium Fast,Brown,70.0,Mount Pokémon,6,No
674,#0674,Pancham,Fighting,Iron Fist / Mold Breaker,Scrappy,"50% male, 50% female",25cycles,Field / Human-Like,70.0,0.6,8.0,Medium Fast,White,70.0,Playful Pokémon,6,No
675,#0675,Pangoro,Fighting / Dark,Iron Fist / Mold Breaker,Scrappy,"50% male, 50% female",25cycles,Field / Human-Like,173.0,2.1,136.0,Medium Fast,White,70.0,Daunting Pokémon,6,No
676,#0676,Furfrou,Normal,Fur Coat,None,"50% male, 50% female",20cycles,Field,165.0,1.2,28.0,Medium Fast,White,70.0,Poodle Pokémon,6,No
677,#0677,Espurr,Psychic,Keen Eye / Infiltrator,Own Tempo,"50% male, 50% female",20cycles,Field,71.0,0.3,3.5,Medium Fast,Gray,70.0,Restraint Pokémon,6,No
678,#0678,Meowstic,Psychic,Keen Eye / Infiltrator,Prankster / Competitive,"50% male, 50% female",20cycles,Field,163.0,0.6,8.5,Medium Fast,Blue,70.0,Constraint Pokémon,6,No
679,#0679,Honedge,Steel / Ghost,No Guard,None,"50% male, 50% female",20cycles,Mineral,65.0,0.8,2.0,Medium Fast,Brown,70.0,Sword Pokémon,6,No
680,#0680,Doublade,Steel / Ghost,No Guard,None,"50% male, 50% female",20cycles,Mineral,157.0,0.8,4.5,Medium Fast,Brown,70.0,Sword Pokémon,6,No
681,#0681,Aegislash,Steel / Ghost,Stance Change,None,"50% male, 50% female",20cycles,Mineral,234.0,1.7,53.0,Medium Fast,Brown,70.0,Royal Sword Pokémon,6,No
682,#0682,Spritzee,Fairy,Healer,Aroma Veil,"50% male, 50% female",20cycles,Fairy,68.0,0.2,0.5,Medium Fast,Pink,70.0,Perfume Pokémon,6,No
683,#0683,Aromatisse,Fairy,Healer,Aroma Veil,"50% male, 50% female",20cycles,Fairy,162.0,0.8,15.5,Medium Fast,Pink,70.0,Fragrance Pokémon,6,No
684,#0684,Swirlix,Fairy,Sweet Veil,Unburden,"50% male, 50% female",20cycles,Fairy,68.0,0.4,3.5,Medium Fast,White,70.0,Cotton Candy Pokémon,6,No
685,#0685,Slurpuff,Fairy,Sweet Veil,Unburden,"50% male, 50% female",20cycles,Fairy,168.0,0.8,5.0,Medium Fast,White,70.0,Meringue Pokémon,6,No
686,#0686,Inkay,Dark / Psychic,Contrary / Suction Cups,Infiltrator,"50% male, 50% female",20cycles,Water 1 / Water 2,58.0,0.4,3.5,Medium Fast,Blue,70.0,Revolving Pokémon,6,No
687,#0687,Malamar,Dark / Psychic,Contrary / Suction Cups,Infiltrator,"50% male, 50% female",20cycles,Water 1 / Water 2,169.0,1.5,47.0,Medium Fast,Blue,70.0,Overturning Pokémon,6,No
688,#0688,Binacle,Rock / Water,Tough Claws / Sniper,Pickpocket,"50% male, 50% female",20cycles,Water 3,61.0,0.5,31.0,Medium Fast,Brown,70.0,Two-Handed Pokémon,6,No
689,#0689,Barbaracle,Rock / Water,Tough Claws / Sniper,Pickpocket,"50% male, 50% female",20cycles,Water 3,175.0,1.3,96.0,Medium Fast,Brown,70.0,Collective Pokémon,6,No
690,#0690,Skrelp,Poison / Water,Poison Point / Poison Touch,Adaptability,"50% male, 50% female",20cycles,Water 1 / Dragon,64.0,0.5,7.3,Medium Fast,Brown,70.0,Mock Kelp Pokémon,6,No
691,#0691,Dragalge,Poison / Dragon,Poison Point / Poison Touch,Adaptability,"50% male, 50% female",20cycles,Water 1 / Dragon,173.0,1.8,81.5,Medium Fast,Brown,70.0,Mock Kelp Pokémon,6,No
692,#0692,Clauncher,Water,Mega Launcher,None,"50% male, 50% female",15cycles,Water 1 / Water 3,66.0,0.5,8.3,Slow,Blue,70.0,Water Gun Pokémon,6,No
693,#0693,Clawitzer,Water,Mega Launcher,None,"50% male, 50% female",15cycles,Water 1 / Water 3,100.0,1.3,35.3,Slow,Blue,70.0,Howitzer Pokémon,6,No
694,#0694,Helioptile,Electric / Normal,Dry Skin / Sand Veil,Solar Power,"50% male, 50% female",20cycles,Monster / Dragon,58.0,0.5,6.0,Medium Fast,Yellow,70.0,Generator Pokémon,6,No
695,#0695,Heliolisk,Electric / Normal,Dry Skin / Sand Veil,Solar Power,"50% male, 50% female",20cycles,Monster / Dragon,168.0,1.0,21.0,Medium Fast,Yellow,70.0,Generator Pokémon,6,No
696,#0696,Tyrunt,Rock / Dragon,Strong Jaw,Sturdy,"87.5% male, 12.5% female",30cycles,Monster / Dragon,72.0,0.8,26.0,Medium Fast,Brown,70.0,Royal Heir Pokémon,6,No
697,#0697,Tyrantrum,Rock / Dragon,Strong Jaw,Rock Head,"87.5% male, 12.5% female",30cycles,Monster / Dragon,182.0,2.5,270.0,Medium Fast,Red,70.0,Despot Pokémon,6,No
698,#0698,Amaura,Rock / Ice,Refrigerate,Snow Warning,"87.5% male, 12.5% female",30cycles,Monster,72.0,1.3,25.2,Medium Fast,Blue,70.0,Tundra Pokémon,6,No
699,#0699,Aurorus,Rock / Ice,Refrigerate,Snow Warning,"87.5% male, 12.5% female",30cycles,Monster,104.0,2.7,225.0,Medium Fast,Blue,70.0,Tundra Pokémon,6,No
700,#0700,Sylveon,Fairy,Cute Charm,Pixilate,"87.5% male, 12.5% female",35cycles,Field,184.0,1.0,23.5,Medium Fast,Pink,70.0,Intertwining Pokémon,6,No
701,#0701,Hawlucha,Fighting / Flying,Limber / Unburden,Mold Breaker,"50% male, 50% female",20cycles,Flying / Human-Like,175.0,0.8,21.5,Medium Fast,Green,70.0,Wrestling Pokémon,6,No
702,#0702,Dedenne,Electric / Fairy,Cheek Pouch / Pickup,Plus,"50% male, 50% female",20cycles,Field / Fairy,151.0,0.2,2.2,Medium Fast,Yellow,70.0,Antenna Pokémon,6,No
703,#0703,Carbink,Rock / Fairy,Clear Body,Sturdy,Gender unknown,25cycles,Fairy / Mineral,100.0,0.3,5.7,Slow,Gray,70.0,Jewel Pokémon,6,No
704,#0704,Goomy,Dragon,Sap Sipper / Hydration,Gooey,"50% male, 50% female",40cycles,Dragon,60.0,0.3,2.8,Slow,Purple,35.0,Soft Tissue Pokémon,6,No
705,#0705,Sliggoo,Dragon,Sap Sipper / Hydration,Gooey,"50% male, 50% female",40cycles,Dragon,158.0,0.8,17.5,Slow,Purple,35.0,Soft Tissue Pokemon,6,No
706,#0706,Goodra,Dragon,Sap Sipper / Hydration,Gooey,"50% male, 50% female",40cycles,Dragon,270.0,2.0,150.5,Slow,Purple,35.0,Dragon Pokemon,6,No
707,#0707,Klefki,Steel / Fairy,Prankster,Magician,"50% male, 50% female",20cycles,Mineral,165.0,0.2,3.0,Fast,Gray,70.0,Key Ring Pokémon,6,No
708,#0708,Phantump,Ghost / Grass,Natural Cure / Frisk,Harvest,"50% male, 50% female",20cycles,Grass / Amorphous,62.0,0.4,7.0,Medium Fast,Brown,70.0,Stump Pokémon,6,No
709,#0709,Trevenant,Ghost / Grass,Natural Cure / Frisk,Harvest,"50% male, 50% female",20cycles,Grass / Amorphous,166.0,1.5,71.0,Medium Fast,Brown,70.0,Elder Tree Pokémon,6,No
710,#0710,Pumpkaboo,Ghost / Grass,Pickup / Frisk,Insomnia,"50% male, 50% female",20cycles,Amorphous,67.0,0.3,3.5,Medium Fast,Brown,70.0,Pumpkin Pokémon,6,No
711,#0711,Gourgeist,Ghost / Grass,Pickup / Frisk,Insomnia,"50% male, 50% female",20cycles,Amorphous,173.0,0.7,9.5,Medium Fast,Brown,70.0,Pumpkin Pokémon,6,No
712,#0712,Bergmite,Ice,Own Tempo / Ice Body,Sturdy,"50% male, 50% female",20cycles,Monster / Mineral,61.0,1.0,99.5,Medium Fast,Blue,70.0,Ice Chunk Pokémon,6,No
713,#0713,Avalugg,Ice,Own Tempo / Ice Body,Sturdy,"50% male, 50% female",20cycles,Monster / Mineral,180.0,2.0,505.0,Medium Fast,Blue,70.0,Iceberg Pokémon,6,No
714,#0714,Noibat,Flying / Dragon,Frisk / Infiltrator,Telepathy,"50% male, 50% female",20cycles,Flying / Dragon,49.0,0.5,8.0,Medium Fast,Purple,70.0,Sound Wave Pokémon,6,No
715,#0715,Noivern,Flying / Dragon,Frisk / Infiltrator,Telepathy,"50% male, 50% female",20cycles,Flying / Dragon,187.0,1.5,85.0,Medium Fast,Purple,70.0,Sound Wave Pokémon,6,No
716,#0716,Xerneas,Fairy,Fairy Aura,None,Gender unknown,120cycles,No Eggs Discovered,306.0,3.0,215.0,Slow,Blue,0.0,Life Pokémon,6,Yes
717,#0717,Yveltal,Dark / Flying,Dark Aura,None,Gender unknown,120cycles,No Eggs Discovered,306.0,5.8,203.0,Slow,Red,0.0,Destruction Pokémon,6,Yes
718,#0718,Zygarde,Dragon / Ground,Aura Break,None,Gender unknown,120cycles,No Eggs Discovered,270.0,5.0,305.0,Slow,Green,0.0,Order Pokémon,6,Yes
719,#0719,Diancie,Rock / Fairy,Clear Body,Magic Bounce,Gender unknown,25cycles,No Eggs Discovered,270.0,0.7,8.8,Slow,Pink,70.0,Jewel Pokémon,6,Yes
720,#0720,Hoopa,Psychic / Ghost,Magician,None,Gender unknown,120cycles,No Eggs Discovered,270.0,0.5,9.0,Slow,Purple,100.0,Mischief Pokemon,6,Yes
721,#0721,Volcanion,Fire / Water,Water Absorb,None,Gender unknown,120cycles,No Eggs Discovered,270.0,1.7,195.0,Slow,Brown,100.0,Steam Pokémon,6,Yes
722,#0722,Rowlet,Grass / Flying,Overgrow,Long Reach,"87.5% male, 12.5% female",15cycles,Flying,64.0,0.3,1.5,Medium Slow,Brown,70.0,Grass Quill Pokémon,7,No
723,#0723,Dartrix,Grass / Flying,Overgrow,Long Reach,"87.5% male, 12.5% female",15cycles,Flying,147.0,0.7,16.0,Medium Slow,Brown,70.0,Blade Quill Pokémon,7,No
724,#0724,Decidueye,Grass / Ghost,Overgrow,Long Reach,"87.5% male, 12.5% female",15cycles,Flying,239.0,1.6,36.6,Medium Slow,Brown,70.0,Arrow Quill Pokémon,7,No
725,#0725,Litten,Fire,Blaze,Intimidate,"87.5% male, 12.5% female",15cycles,Field,64.0,0.4,4.3,Medium Slow,Red,70.0,Fire Cat Pokémon,7,No
726,#0726,Torracat,Fire,Blaze,Intimidate,"87.5% male, 12.5% female",15cycles,Field,147.0,0.7,25.0,Medium Slow,Red,70.0,Fire Cat Pokémon,7,No
727,#0727,Incineroar,Fire / Dark,Blaze,Intimidate,"87.5% male, 12.5% female",15cycles,Field,239.0,1.8,83.0,Medium Slow,Red,70.0,Heel Pokémon,7,No
728,#0728,Popplio,Water,Torrent,Liquid Voice,"87.5% male, 12.5% female",15cycles,Water 1 / Field,64.0,0.4,7.5,Medium Slow,Blue,70.0,Sea Lion Pokémon,7,No
729,#0729,Brionne,Water,Torrent,Liquid Voice,"87.5% male, 12.5% female",15cycles,Water 1 / Field,147.0,0.6,17.5,Medium Slow,Blue,70.0,Pop Star Pokémon,7,No
730,#0730,Primarina,Water / Fairy,Torrent,Liquid Voice,"87.5% male, 12.5% female",15cycles,Water 1 / Field,239.0,1.8,44.0,Medium Slow,Blue,70.0,Soloist Pokémon,7,No
